name,num,id
Мар Кобец,1.0,60420.0
Над Мельничук,1.0,60421.0
Іван Карпович,1.0,60422.0
Микол Ралик,1.0,60423.0
Токм Ле Сут,1.0,60424.0
обласн управлінн Нацполіці Інес Манзулич,1.0,60425.0
Іван Овчар,1.0,60426.0
Анастас Снаговськ,1.0,60427.0
Марин Рожнятовськ,1.0,60428.0
Олег Архитк,1.0,60429.0
Джозеф Стіккінгз,1.0,60430.0
Людмил Падалк,1.0,60431.0
Алл Зейферт,1.0,60432.0
Серг Сокур,1.0,60433.0
Улян Кузнєц,1.0,60434.0
Вікторі Сліпченк,1.0,60435.0
Барр Блек,1.0,60436.0
Мар Євсюк,1.0,60437.0
Оксан Бас,1.0,60438.0
Бон Сфорц,1.0,60439.0
Клайд,1.0,60440.0
Джон Оуен,1.0,60441.0
Вітал Волошин,1.0,60442.0
Сліжевськ,1.0,60443.0
Тетян Колесниченк,1.0,60444.0
Од Гі,1.0,60445.0
Світлан Бойк,1.0,60446.0
Олег Освальд,1.0,60447.0
Олег Сіфер,1.0,60448.0
Антонін Сєд,1.0,60449.0
Валентин Катаєв,1.0,60450.0
Володимир Суліз,1.0,60451.0
Мирослав Черн,1.0,60452.0
Андр Коршун,1.0,60453.0
Микит Плехан,1.0,60454.0
Святосл Нагорняк,1.0,60455.0
Мар Дубік,1.0,60456.0
Федір Пронак,1.0,60457.0
Юр Білявськ,1.0,60458.0
Ігор Ковалик,1.0,60459.0
Владимир Романович,1.0,60460.0
Маріон,1.0,60461.0
Вад Рогач,1.0,60462.0
Джеф Меркл,1.0,60463.0
Юр Ворк,1.0,60464.0
Ігор Матьк,1.0,60465.0
Олекс Лисюк,1.0,60466.0
Тетян Дібр,1.0,60467.0
Микол Черненк,1.0,60468.0
Віктор Лістр,1.0,60469.0
Єлизавет Карпушин,1.0,60470.0
Галин Додарчук,1.0,60471.0
/ А Різдв Христ,1.0,60472.0
Жер Дюг,1.0,60473.0
Сбу Хмельниччин,1.0,60474.0
Марі Олексієнк,1.0,60475.0
Йосип Дрекал,1.0,60476.0
Ольг Грицкевич,1.0,60477.0
Леонід Сіренк,1.0,60478.0
Ілон Василенк,1.0,60479.0
Володимир Вавринкевич,1.0,60480.0
Олекс Піднебесн,1.0,60481.0
Леонід Гліб,1.0,60482.0
Неоніл Молодніцьк,1.0,60483.0
Оксан Жишот,1.0,60484.0
Світлан Листюк,1.0,60485.0
Гван Пе,1.0,60486.0
Чон Гон,1.0,60487.0
Сеуласеул,1.0,60488.0
Ольг Сурел,1.0,60489.0
Тетян Шутк,1.0,60490.0
Натал Стрельбіцьк,1.0,60491.0
Тетян Живолуг,1.0,60492.0
Віктор Нетьос,1.0,60493.0
Олес Нетьосов,1.0,60494.0
Анастас Поплєвін,1.0,60495.0
Галин Цап,1.0,60496.0
Тетян Кайдал,1.0,60497.0
Касирк,1.0,60498.0
Оксан Ігас,1.0,60499.0
Ліл Мельник,1.0,60500.0
Анн Волк,1.0,60501.0
Дмитр Кандиб,1.0,60502.0
Світлан Лозовськ,1.0,60503.0
Микол Глущенк,1.0,60504.0
Михайлин Ленчишин,1.0,60505.0
Натал Михн,1.0,60506.0
Дмитр Сухінін,1.0,60507.0
Олександр Притул,1.0,60508.0
Олександр Гінчак,1.0,60509.0
Натал Матющенк,1.0,60510.0
Едуард Григор,1.0,60511.0
Дружок,1.0,60512.0
Дмитр Доценк,1.0,60513.0
Мар Доценк,1.0,60514.0
Віктор Гурж,1.0,60515.0
Лар Борисов,1.0,60516.0
Георг Сандул,1.0,60517.0
Алл Максимченк,1.0,60518.0
Донецьк обласн прокуратур Євген Білоус,1.0,60519.0
Юр Капарулін,1.0,60520.0
"Раїс """,1.0,60521.0
Орден Місяц,1.0,60522.0
Васил Дмтрик,1.0,60523.0
Оксан Такаченк,1.0,60524.0
Тетян Озер,1.0,60525.0
Васил Барилюк,1.0,60526.0
Ле Кон,1.0,60527.0
Натал Мазяр,1.0,60528.0
Губерт Брюльс,1.0,60529.0
Ростислав Винар,1.0,60530.0
Серг Несмачн,1.0,60531.0
Улян Соколенк,1.0,60532.0
Володимир Білобородьк,1.0,60533.0
Олександр Василівн,1.0,60534.0
Майк Лукян,1.0,60535.0
Леонід Підлісн,1.0,60536.0
Віктор Камінськ,1.0,60537.0
Ольг Геннадіївн,1.0,60538.0
Ігор Манезин,1.0,60539.0
Олен Михайловськ,1.0,60540.0
Дмитр Кондратенк,1.0,60541.0
Олен Павл,1.0,60542.0
Олександр Коновалюк,1.0,60543.0
Людмил Стельм,1.0,60544.0
Яросл Нежальськ,1.0,60545.0
Лід Головк,1.0,60546.0
Станісл Нежинськ,1.0,60547.0
Нацполіцї Сумщин,1.0,60548.0
Віолет Семчук,1.0,60549.0
Олександр Хомик,1.0,60550.0
Маргарит Лазерев,1.0,60551.0
Яросл Волк,1.0,60552.0
Віт Лелек,1.0,60553.0
Артем Рожк,1.0,60554.0
Серг Чміл,1.0,60555.0
Арт Гензел,1.0,60556.0
Олександр Прозур,1.0,60557.0
Дмитр Шпинар,1.0,60558.0
Одеськ Ліг сміх,1.0,60559.0
Олександр Сас,1.0,60560.0
Євген Гендін,1.0,60561.0
Річард Х . Леджетт,1.0,60562.0
Валентин Поліщук,1.0,60563.0
Опзж Васил Кулід,1.0,60564.0
Шантал Сопінюк,1.0,60565.0
Арт Немир,1.0,60566.0
Вітал Кавун,1.0,60567.0
Михайл Лаптєв,1.0,60568.0
Роман Бур,1.0,60569.0
Валентин Хорош,1.0,60570.0
Гол райдержадміністраці Ярем Шатарськ,1.0,60571.0
Дар Шерстюк,1.0,60572.0
Олекс Фрол,1.0,60573.0
Анжел Топчієв,1.0,60574.0
Руслан Мудрик,1.0,60575.0
Микол Комар,1.0,60576.0
Фольклористк,1.0,60577.0
Любомир Лемешк,1.0,60578.0
Олександр Кречет,1.0,60579.0
Читом,1.0,60580.0
Лахоралахор,1.0,60581.0
Олександр Горбан,1.0,60582.0
Богдан Кашуб,1.0,60583.0
Шипицін,1.0,60584.0
Богдан Малінськ,1.0,60585.0
Катерин Озіран,1.0,60586.0
Богдан Христ,1.0,60587.0
Данил Пруднік,1.0,60588.0
Інн Ворон,1.0,60589.0
Натал Обелец,1.0,60590.0
Ніевес,1.0,60591.0
Антонівк Вір,1.0,60592.0
Олександр Котлов,1.0,60593.0
Олександр Полосухін,1.0,60594.0
Спільнот Свят,1.0,60595.0
Світлан Бережн,1.0,60596.0
Анатол Тиховськ,1.0,60597.0
Альон Іван,1.0,60598.0
Макс Гриценк,1.0,60599.0
Ле Голик,1.0,60600.0
Мет Лім,1.0,60601.0
Джордж Макніл,1.0,60602.0
Олег Умінськ,1.0,60603.0
Олександр Івашковськ,1.0,60604.0
Юр Гаврил,1.0,60605.0
Кропивничанк Натал Лємєнтар,1.0,60606.0
Слобідк Малієвецьк,1.0,60607.0
Вітал Федунк,1.0,60608.0
Васил Цянц,1.0,60609.0
Геннад Гульк,1.0,60610.0
Олен Бундак,1.0,60611.0
Вір Мельничук,1.0,60612.0
Ігор Халаменд,1.0,60613.0
Лесе Нарбут,1.0,60614.0
Олександр Небог,1.0,60615.0
Данил Георгійович,1.0,60616.0
Суспільн Дмитр Карташ,1.0,60617.0
Олекс Тимофієв,1.0,60618.0
Трубецьк,1.0,60619.0
Марин Гордієнк,1.0,60620.0
Водонапірн,1.0,60621.0
Яросл Хоріщенк,1.0,60622.0
Олен Педорук,1.0,60623.0
Веронік Микул,1.0,60624.0
Натал Парафіленк,1.0,60625.0
Тетян Огданец,1.0,60626.0
Дмитр Сартін,1.0,60627.0
Анастас Гайов,1.0,60628.0
Олександр Бортюк,1.0,60629.0
Вітал Чернух,1.0,60630.0
Ле Смолінськ,1.0,60631.0
Юр Булав,1.0,60632.0
Юр Баршак,1.0,60633.0
Іван Поліщук,1.0,60634.0
Дар Кінш,1.0,60635.0
Юр Ямков,1.0,60636.0
Михайл Демченк,1.0,60637.0
Ольг Стародубцев,1.0,60638.0
Олександр Олексійович,1.0,60639.0
Олександр Тененик,1.0,60640.0
Юл Тененик,1.0,60641.0
Валентин Сінельник,1.0,60642.0
Олен Бекет,1.0,60643.0
Владисл Семивол,1.0,60644.0
Богдан Грицюк,1.0,60645.0
Олекс Сиволошськ,1.0,60646.0
Роман Пастушенк,1.0,60647.0
Доброслав Людмил Прокопечк,1.0,60648.0
Людмил Маковійчук,1.0,60649.0
Світлан Іваненк,1.0,60650.0
Іван Лаврусенк,1.0,60651.0
Павл Коваленк,1.0,60652.0
Тамар Васильєв,1.0,60653.0
Людмил Матьян,1.0,60654.0
Серг Соломах,1.0,60655.0
Людмил Сірбіненк,1.0,60656.0
Олен Курак,1.0,60657.0
Влад Овчаренк,1.0,60658.0
Опановуєт,1.0,60659.0
Натал Свердун,1.0,60660.0
В . Ш . Халімбеков,1.0,60661.0
Владисл Мальц,1.0,60662.0
Артур Дол,1.0,60663.0
Елд Віс,1.0,60664.0
Оксан Софінськ,1.0,60665.0
Віктор Івчук,1.0,60666.0
Михайл Білокон,1.0,60667.0
Юр Кирил,1.0,60668.0
Юл Беспал,1.0,60669.0
Віктор Купрієнк,1.0,60670.0
Олег Павлович Дмитренк,1.0,60671.0
Геннаді Ліхітченк,1.0,60672.0
Андр Парамон,1.0,60673.0
Access to Medicine Foundation Джаяср К . Аєр,1.0,60674.0
Шамар Асаф,1.0,60675.0
Інн Ревнівцев,1.0,60676.0
Ленінопад,1.0,60677.0
Ліл Брухн,1.0,60678.0
Вячесл Павленк,1.0,60679.0
Олен Дорожицьк,1.0,60680.0
Яросл Молочк,1.0,60681.0
Лонн Банч,1.0,60682.0
Світлан Добрук,1.0,60683.0
Геннад Мохненк,1.0,60684.0
Микол Бойк,1.0,60685.0
Тетян Зборовськ,1.0,60686.0
Лукас Гофер,1.0,60687.0
Люб Бородін,1.0,60688.0
Володимир Квашин,1.0,60689.0
Анн Банадиг,1.0,60690.0
Ле Сут,1.0,60691.0
Дмитр Андрійович,1.0,60692.0
Мар Марушевськ,1.0,60693.0
Ігор Званич,1.0,60694.0
Андр Гайов,1.0,60695.0
Микол Бел,1.0,60696.0
Михайл Герув,1.0,60697.0
Віктор Коліщак,1.0,60698.0
Віктор Селивон,1.0,60699.0
Людмил Дядюр,1.0,60700.0
Вад Чудайкін,1.0,60701.0
Кріс Сантос,1.0,60702.0
Фльорк,1.0,60703.0
Денис Макарчук,1.0,60704.0
Яросл Сенчук,1.0,60705.0
Натал Тягур,1.0,60706.0
Олександр Федот,1.0,60707.0
Оксан Мовсісян,1.0,60708.0
Люб Ферліковськ,1.0,60709.0
Віктор Гапайц,1.0,60710.0
Макс Безпальчук,1.0,60711.0
Алл Кот,1.0,60712.0
Ганн Івченк,1.0,60713.0
Олен Піковськ,1.0,60714.0
Катерин Цалк,1.0,60715.0
Люб Войтківськ,1.0,60716.0
Михайл Партакевич,1.0,60717.0
Олександр Бончковськ,1.0,60718.0
Ганн Терянік,1.0,60719.0
Тетян Манджул,1.0,60720.0
Нін Красюк,1.0,60721.0
Володимир Друмашк,1.0,60722.0
Соф Дойг,1.0,60723.0
Руслан Рубан,1.0,60724.0
Ірин Сандуляк,1.0,60725.0
Микол Антошик,1.0,60726.0
Галин Кузьменк,1.0,60727.0
Серг Гапуніч,1.0,60728.0
Юр Камишн,1.0,60729.0
Натал Іванчук,1.0,60730.0
Роман Іванчук,1.0,60731.0
Любомир Білейчук,1.0,60732.0
Олекс Муляренк,1.0,60733.0
Наталі Новак,1.0,60734.0
Юр Кирян,1.0,60735.0
Олександр Коцар,1.0,60736.0
Серг Кабеш,1.0,60737.0
Адам Пшивуск,1.0,60738.0
Валер Шинкарук,1.0,60739.0
Руслан Воловец,1.0,60740.0
Анатол Дмитришин,1.0,60741.0
Юр Пантюх,1.0,60742.0
Антон Парамбул,1.0,60743.0
Марин Дубнянськ,1.0,60744.0
Юр Лазаревич,1.0,60745.0
Андр Семененк,1.0,60746.0
Олекс Марц,1.0,60747.0
Над Коломієц,1.0,60748.0
Марк Ткаченк,1.0,60749.0
Людмил Лют,1.0,60750.0
Леонід Єжур,1.0,60751.0
Денис Котляр,1.0,60752.0
Аз Піцан,1.0,60753.0
Зінаїд Шепел,1.0,60754.0
Іван Моланич,1.0,60755.0
Блі Баришев,1.0,60756.0
Богдан Костюк,1.0,60757.0
Ольг Денисовец,1.0,60758.0
Олег Бездетк,1.0,60759.0
Марин Полап,1.0,60760.0
Інн Воробй,1.0,60761.0
Натал Мірошник,1.0,60762.0
Олен Андронов,1.0,60763.0
Юр Нетребенк,1.0,60764.0
Масан,1.0,60765.0
Алекс Гуарнашелл,1.0,60766.0
Мішлен Бред Картер,1.0,60767.0
Ірин Свідзінськ,1.0,60768.0
Роберт Бігело,1.0,60769.0
Етелл Шандор,1.0,60770.0
Юр отямит,1.0,60771.0
Анн Жеребятьєв,1.0,60772.0
травмован Мічейл,1.0,60773.0
Свят Серц,1.0,60774.0
Роберт Кауд,1.0,60775.0
Джулі Скільян,1.0,60776.0
Брауер,1.0,60777.0
Олен Еріх Мар Ремарк,1.0,60778.0
Син єдиносущн Бог Отц,1.0,60779.0
Коган,1.0,60780.0
Тетян Бал,1.0,60781.0
Павл Машкін,1.0,60782.0
Оріан,1.0,60783.0
Мон Бігело,1.0,60784.0
Парті регіон Олег Цар,1.0,60785.0
Олександр Євтєєв,1.0,60786.0
професор Бернард Карр,1.0,60787.0
Хасан Гокал,1.0,60788.0
Роберт Бентл Тодд,1.0,60789.0
Олд Грог,1.0,60790.0
Едвард Вернон,1.0,60791.0
Різ Уізерспун,1.0,60792.0
Ганн Чернецьк,1.0,60793.0
Чернецьк,1.0,60794.0
Руслан Бальбек,1.0,60795.0
Олен Синельников,1.0,60796.0
Арнем,1.0,60797.0
Енсхед,1.0,60798.0
Дуейн Меллор,1.0,60799.0
Еллен Хейл,1.0,60800.0
Ганн Заводаєв,1.0,60801.0
Федосєєв,1.0,60802.0
Олександр Яшник,1.0,60803.0
Юл Стрип,1.0,60804.0
Анн Корніюк,1.0,60805.0
Галин Яремчук,1.0,60806.0
Дмитр Авдійчук,1.0,60807.0
Тамар Бабак,1.0,60808.0
Світлан Янюк,1.0,60809.0
Юл Кудловськ,1.0,60810.0
Олег Фасол,1.0,60811.0
Марин Антонец,1.0,60812.0
Григор Гліб,1.0,60813.0
Бражелон,1.0,60814.0
с . Добрятин,1.0,60815.0
Добропільськ,1.0,60816.0
Селидівськ Тг,1.0,60817.0
Макс Шумак,1.0,60818.0
Фелікс Костукевич,1.0,60819.0
Васил Петринк,1.0,60820.0
Ірин Петринк,1.0,60821.0
Анатол Анісім,1.0,60822.0
Дімітріс Дрікакіс,1.0,60823.0
Мер Колман,1.0,60824.0
Петр Первы,1.0,60825.0
Росс Полдарк,1.0,60826.0
Микол Чеботьк,1.0,60827.0
Йорг Гофманн,1.0,60828.0
"з "" Лнр """,1.0,60829.0
Фірм Moderna,1.0,60830.0
Олександр Ксенофонтов,1.0,60831.0
Хаш Ахмед,1.0,60832.0
Донбас,1.0,60833.0
Трамп Мер,1.0,60834.0
Головлікарк,1.0,60835.0
Марі Яковлев,1.0,60836.0
Хургад,1.0,60837.0
Шарм ел Шейх,1.0,60838.0
Зірк Геро,1.0,60839.0
Анастас Шпилев,1.0,60840.0
Грегг Попович,1.0,60841.0
Антоні Сперс,1.0,60842.0
Аврор,1.0,60843.0
Бореаліс,1.0,60844.0
Ліді Бастіаніч,1.0,60845.0
Рак Меркур,1.0,60846.0
Ольг Слон,1.0,60847.0
Власниц Бандит,1.0,60848.0
Лід Федосєєв,1.0,60849.0
Саан Шетт,1.0,60850.0
"Лед Катерин """,1.0,60851.0
Олівіє Вайлд,1.0,60852.0
Ексдружин Джигарханян,1.0,60853.0
Дбр Сухачов,1.0,60854.0
Наталі Фоменков,1.0,60855.0
Тьом Паучок,1.0,60856.0
Денис Вишневськ,1.0,60857.0
Альон Осмоловськ,1.0,60858.0
Гунбалан,1.0,60859.0
Ден Макларен,1.0,60860.0
Шир Мюрр,1.0,60861.0
Клайв Льюїс,1.0,60862.0
Натан Мірвольд,1.0,60863.0
Сундштайн,1.0,60864.0
Гофорт,1.0,60865.0
Ред . ) Гельмут Кол,1.0,60866.0
прокурор Париж Рем Хейтц,1.0,60867.0
Ігор Плахотнєв,1.0,60868.0
Ігор Керез,1.0,60869.0
Ігор Саєнк,1.0,60870.0
Паєтт,1.0,60871.0
Ад Співак,1.0,60872.0
Анн Купр,1.0,60873.0
Ірин Пенк,1.0,60874.0
Джеймс Суровецк,1.0,60875.0
"Фрактор """,1.0,60876.0
Альтер,1.0,60877.0
Нескоромн Нателл,1.0,60878.0
Геленджикськ,1.0,60879.0
Ігор Феврал,1.0,60880.0
Денис Гром,1.0,60881.0
Олекс К,1.0,60882.0
Васил Маг,1.0,60883.0
Пол Дойл,1.0,60884.0
Патріярх Філарет,1.0,60885.0
Бражк,1.0,60886.0
Те Зоммер,1.0,60887.0
Яросл Гаркуш,1.0,60888.0
Ірин Петрівн Купченк,1.0,60889.0
Світлан Гасс,1.0,60890.0
Карл Федерік Перн,1.0,60891.0
Остап Зелен,1.0,60892.0
Ганн Пер,1.0,60893.0
Гундер,1.0,60894.0
Метрофан,1.0,60895.0
Ігор Владиславович,1.0,60896.0
"Бк "" Тернопіл """,1.0,60897.0
Ерін Дарк,1.0,60898.0
Дмитр Войтух,1.0,60899.0
Борис Емельдеш,1.0,60900.0
Ларис Падалк,1.0,60901.0
Роман Портюк,1.0,60902.0
Денис Цвігун,1.0,60903.0
Андр Бунін,1.0,60904.0
Люб Гадомськ,1.0,60905.0
Ол Крилов,1.0,60906.0
Ростислав Соснов,1.0,60907.0
Тимур Сатибаєв,1.0,60908.0
Віктор Куленк,1.0,60909.0
Тетян Герасют,1.0,60910.0
Наді Комаров,1.0,60911.0
Володимир Нестеренк,1.0,60912.0
Ан Дебенедетт,1.0,60913.0
Вітал Бойченк,1.0,60914.0
Серг Задорожн,1.0,60915.0
Натал Кутасєєв,1.0,60916.0
Еліад Кульчиковськ,1.0,60917.0
Антон Щербак,1.0,60918.0
Катерин Яворськ,1.0,60919.0
Хал Сельмана,1.0,60920.0
Родіон Сорокін,1.0,60921.0
Людмил Гурєв,1.0,60922.0
Борис Юхн,1.0,60923.0
Триєдност Бог,1.0,60924.0
Тетян Шепельк,1.0,60925.0
Борис Барськ,1.0,60926.0
Вітал Новаковськ,1.0,60927.0
Діан Сенюк,1.0,60928.0
Юл Боріс,1.0,60929.0
Юліуш Словацьк,1.0,60930.0
Олен Гаськевич,1.0,60931.0
Іван Гриник,1.0,60932.0
Вітал Степаненк,1.0,60933.0
Богдан та Дуд Володимир,1.0,60934.0
Леонід Дахновськ,1.0,60935.0
Канівськ Црл,1.0,60936.0
Олександр Годован,1.0,60937.0
Людмил Суржук,1.0,60938.0
Серг Пора,1.0,60939.0
Олександр Домерт,1.0,60940.0
Віктор Зозул,1.0,60941.0
Олександр Жосан,1.0,60942.0
Жанн Мішин,1.0,60943.0
Люб Майбород,1.0,60944.0
Володимир Абраменк,1.0,60945.0
Васил Прокопишин,1.0,60946.0
Тетян Скрипец,1.0,60947.0
Меір Павловськ,1.0,60948.0
Суспільн Мунтян,1.0,60949.0
Марянівськ Хатік,1.0,60950.0
Олен Грос,1.0,60951.0
Світлан Липівськ,1.0,60952.0
Андр Казмірук,1.0,60953.0
Нік Далв,1.0,60954.0
Милослав,1.0,60955.0
Олег Даніл,1.0,60956.0
Над Павліченк,1.0,60957.0
Олександр Ковтун,1.0,60958.0
Олег Атаманюк,1.0,60959.0
Прессекретарк Джен,1.0,60960.0
Ірин Василенк,1.0,60961.0
Станіслав Мосейк,1.0,60962.0
Катерин Тулєнц,1.0,60963.0
Серг Волянюк,1.0,60964.0
Володимир Каразуб,1.0,60965.0
"Бок Жуніорс """,1.0,60966.0
Борис Руснак,1.0,60967.0
Ігор Довг,1.0,60968.0
Віктор Жур,1.0,60969.0
Ігор Підлісн,1.0,60970.0
Алекс Дейвс,1.0,60971.0
Тетян Будан,1.0,60972.0
Мирослав Попов,1.0,60973.0
Євген Тулуш,1.0,60974.0
Деньгуб,1.0,60975.0
Оліві Попов,1.0,60976.0
Саб Раес,1.0,60977.0
Вітал Шенгелевич,1.0,60978.0
Олен Ющук,1.0,60979.0
Європейськ Конвенціє,1.0,60980.0
Яросл Кобиляк,1.0,60981.0
Володимир Дудар,1.0,60982.0
Андр Казмірчук,1.0,60983.0
Олександр Вронськ,1.0,60984.0
Шуменськ,1.0,60985.0
Ігор Костів,1.0,60986.0
Олександр Шепеньк,1.0,60987.0
Новицьк громад,1.0,60988.0
Васил Іванц,1.0,60989.0
Да Вінч,1.0,60990.0
Георг Делієв,1.0,60991.0
Васил Одос,1.0,60992.0
Яросл Кушніревич,1.0,60993.0
Дмитр Лек,1.0,60994.0
Васил Борисевич,1.0,60995.0
Васил Гулик,1.0,60996.0
Олександр Тесл,1.0,60997.0
Віктор Тиняк,1.0,60998.0
Серг Ян,1.0,60999.0
Віктор Олексюк,1.0,61000.0
Керолайн Нокс,1.0,61001.0
Сем Тарр,1.0,61002.0
Тетян Щоткін,1.0,61003.0
Васил Дудк,1.0,61004.0
Світлан Вечірк,1.0,61005.0
Валенчук,1.0,61006.0
Костянтин Охріменк,1.0,61007.0
Катерин Жуленк,1.0,61008.0
Олександр Скринник,1.0,61009.0
Ірин Кар,1.0,61010.0
Ірин Шот,1.0,61011.0
Андр Щерб,1.0,61012.0
Голопристанськ,1.0,61013.0
Хрест Заслуг,1.0,61014.0
Євген Дитятковськ,1.0,61015.0
Юр Скребец,1.0,61016.0
Олекс Скічк,1.0,61017.0
Алл Реут,1.0,61018.0
Андр Реут,1.0,61019.0
Анатол Реут,1.0,61020.0
Ольг Носуленк,1.0,61021.0
Олександр Микульц,1.0,61022.0
Денис Біланинец,1.0,61023.0
Карітас,1.0,61024.0
Мігел Ортіс,1.0,61025.0
Марі Трулов,1.0,61026.0
Олекс Бас,1.0,61027.0
Стар Носовиц,1.0,61028.0
Ян Дурнев,1.0,61029.0
Едвард Барсегян,1.0,61030.0
Олекс Гацул,1.0,61031.0
Дмитр Романк,1.0,61032.0
Микол Матвієвськ,1.0,61033.0
Клейтон Г . Тріветт,1.0,61034.0
Валер Тишковец,1.0,61035.0
Іван Лозенк,1.0,61036.0
громадськ експерт з питан Жкг Олекс Пархомчук,1.0,61037.0
Дмитр Жигил,1.0,61038.0
Михайл Шевелюк,1.0,61039.0
Сергі Кузменк,1.0,61040.0
Олександр Малют,1.0,61041.0
Макс Дінец,1.0,61042.0
Людмил Сухан,1.0,61043.0
"Сєнц """,1.0,61044.0
Даріє Бур,1.0,61045.0
Оксан Кизил,1.0,61046.0
Степанок Валентин Журб,1.0,61047.0
Агатангел,1.0,61048.0
Станісл Лячинськ,1.0,61049.0
Олен Наріжн,1.0,61050.0
Відправ Зінченк,1.0,61051.0
Галин Тихончук,1.0,61052.0
Леонід Зінченк,1.0,61053.0
Микол Войтенк,1.0,61054.0
Олег Бойк,1.0,61055.0
Філоніл,1.0,61056.0
Олексі Муляренк,1.0,61057.0
Тамар Бучк,1.0,61058.0
Дробиш Олен Волошк,1.0,61059.0
Ольг Гарбуз,1.0,61060.0
Мар Максименк,1.0,61061.0
Раїс Марфич,1.0,61062.0
Андр Сич,1.0,61063.0
Галин Шуміленк,1.0,61064.0
Жан Мішел,1.0,61065.0
Олег Рибалкін,1.0,61066.0
Євген Куліш,1.0,61067.0
Ангеловск,1.0,61068.0
Серг Ракут,1.0,61069.0
Ольг Сітн,1.0,61070.0
Ігор Клунн,1.0,61071.0
Ірен Горн,1.0,61072.0
Натал Мост,1.0,61073.0
Світлан Трикозенк,1.0,61074.0
Катерин Кублицьк,1.0,61075.0
Андрієш,1.0,61076.0
Вільнянськ Олег,1.0,61077.0
Сніжан Кед,1.0,61078.0
Вячесл Василенк,1.0,61079.0
Ольг Яремченк,1.0,61080.0
Олександр Шишк,1.0,61081.0
Микол Ніколаєнк,1.0,61082.0
Валентин Ніколаєнк,1.0,61083.0
Микол Пристайк,1.0,61084.0
Олен Шинкар,1.0,61085.0
Роман Мельник,1.0,61086.0
Архітектор Васильєв,1.0,61087.0
Михайл Красик,1.0,61088.0
Заступник директор департамент Юр Фурс,1.0,61089.0
Альберт Пронін,1.0,61090.0
Тенян Затіч,1.0,61091.0
Васил Гринчак,1.0,61092.0
Валер Косаренк,1.0,61093.0
Павл Горбешк,1.0,61094.0
Ольг Серебров,1.0,61095.0
Світлан Серебр,1.0,61096.0
Суспільн Корол,1.0,61097.0
Ростисл Черевашк,1.0,61098.0
Керрін Джонсон,1.0,61099.0
Роберт Гедін,1.0,61100.0
Валентин Волянськ,1.0,61101.0
Ол Ковтун,1.0,61102.0
Олександр Шамот,1.0,61103.0
Бйорн,1.0,61104.0
Тумаїн Карайол,1.0,61105.0
Макс Серед,1.0,61106.0
Дмитр Назаренк,1.0,61107.0
Віктор Січк,1.0,61108.0
Петр Ренжин,1.0,61109.0
Олександр Вензел,1.0,61110.0
Тон Уітман,1.0,61111.0
Ольг Хрипк,1.0,61112.0
Натал Пірятінськ,1.0,61113.0
Мар Кузьм,1.0,61114.0
Натал Малоштан,1.0,61115.0
Олен Бегменк,1.0,61116.0
Ігор Ільчанськ,1.0,61117.0
Арт Шундрик,1.0,61118.0
Неоніл Андрійчук,1.0,61119.0
Зінаїд Смутчак,1.0,61120.0
Оксан Гужев,1.0,61121.0
Мал Дівиц,1.0,61122.0
Андр Сарвір,1.0,61123.0
Олександр Провозін,1.0,61124.0
Васил Лел,1.0,61125.0
Тетян Грузевич,1.0,61126.0
Горностаївськ,1.0,61127.0
Михайл Волк,1.0,61128.0
Велик Шол,1.0,61129.0
Микол Сніжк,1.0,61130.0
Ігор Щербин,1.0,61131.0
Олен Курішк,1.0,61132.0
Мирослав Мицик,1.0,61133.0
Юр Ковбас,1.0,61134.0
Григор Чернет,1.0,61135.0
Господар,1.0,61136.0
Віктор Пімен,1.0,61137.0
Тарас Панасюк,1.0,61138.0
Ветеринар Кирил,1.0,61139.0
Ігор Непорадн,1.0,61140.0
Олександр Кваш,1.0,61141.0
Ольг Калапуш,1.0,61142.0
Світлан Божк,1.0,61143.0
Ірин Бондарчук,1.0,61144.0
No5 Ірин Толочк,1.0,61145.0
Макс Мальован,1.0,61146.0
Серг Цапчук,1.0,61147.0
Люб Куск,1.0,61148.0
Джон Ізнер,1.0,61149.0
Євген Ріяк,1.0,61150.0
Олександр Шиманськ,1.0,61151.0
Шиманськ Олег Чумаченк,1.0,61152.0
Галин Турбаб,1.0,61153.0
Дворічн,1.0,61154.0
Серг Черкас,1.0,61155.0
Олекс Лялюк,1.0,61156.0
Марин Стожук,1.0,61157.0
Над Малінськ,1.0,61158.0
Миросл Слюсар,1.0,61159.0
Тетян Власюк,1.0,61160.0
Віктор Кузьменк,1.0,61161.0
регіональн центр з гідрометеорологі Євген Ляшенк,1.0,61162.0
Васил Гайдук,1.0,61163.0
Мелітопольськ Пцу Фот,1.0,61164.0
Васил Паньк,1.0,61165.0
Олександр Зен,1.0,61166.0
Май Сайпел,1.0,61167.0
Дар Мовчанок,1.0,61168.0
Ганн Ковал,1.0,61169.0
Джуліус Лукашевич,1.0,61170.0
Пітер Сміт,1.0,61171.0
Ад Абрамович,1.0,61172.0
Барр Кауфман,1.0,61173.0
Стів Паппас,1.0,61174.0
Ольг Кот,1.0,61175.0
Чендлер Павелл,1.0,61176.0
Марк Ламбертін,1.0,61177.0
Нік Гук,1.0,61178.0
Макс Ер вже,1.0,61179.0
Андр Плиг,1.0,61180.0
Естер Френч,1.0,61181.0
Адвокат Гаммер Ендр,1.0,61182.0
Пітер Андервейджер,1.0,61183.0
